club_id;season_id;rank;deduction_points;deduction_goals;withdrawal;note;created_at;updated_at
44;38;7;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
47;38;1;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
50;38;4;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
63;38;10;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
6;39;8;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
14;39;5;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
15;39;3;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
16;39;1;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
46;39;9;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
53;39;7;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
67;39;10;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
68;39;2;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
69;39;4;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
70;39;6;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
38;40;4;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
56;40;8;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
58;40;3;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
59;40;2;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
61;40;5;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
62;40;7;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
64;40;6;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
71;40;1;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
1;41;11;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
2;41;1;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
4;41;12;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
8;41;4;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
9;41;10;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
12;41;6;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
15;41;7;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
16;41;2;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
44;41;5;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
47;41;8;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
50;41;9;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
68;41;3;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
14;42;10;NULL;NULL;2017-08-01;Buga United haben sich zum 01.08.2017 mit sofortiger Wirkung vom Spielbetrieb zurÃ¼ckgezogen. Alle Spiele wurden annulliert.;2017-12-02 18:24:41;2017-12-02 18:24:41
46;42;2;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
53;42;8;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
67;42;4;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
69;42;9;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
70;42;7;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
72;42;6;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
73;42;1;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
74;42;5;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
75;42;10;NULL;NULL;2017-09-17;Der SC Ratingen hat sich am 17.09.17 mit sofortiger Wirkung vom Spielbetrieb zurückgezogen. Alle Spiele wurden annulliert.;2017-12-02 18:24:41;2017-12-02 18:24:41
76;42;3;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
38;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
58;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
59;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
61;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
62;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
64;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
71;43;NULL;NULL;NULL;NULL;NULL;2017-12-02 18:24:41;2017-12-02 18:24:41
