id;matchweek_id;datetime;stadium_id;club_id_home;club_id_away;goals_home;goals_away;goals_home_11m;goals_away_11m;goals_home_rated;goals_away_rated;rated_note;cancelled;note;published;rescheduled_from_fixture_id;rescheduled_by_club;reschedule_reason;reschedule_count
2357;315;2016-06-08 19:15:00;26;2;1;0;2;;;;;;0;;1;;;;0
2358;315;2016-06-24 20:15:00;5;44;63;3;1;;;;;;0;;1;;;;0
2359;315;2016-06-24 20:15:00;4;4;47;2;3;;;;;;0;;1;;;;0
2361;316;2016-06-29 19:15:00;2;2;44;3;2;;;;;;0;;1;;;;0
2362;316;2016-08-24 21:00:00;16;12;4;3;1;;;;;;0;;1;;;;0
2363;316;2016-08-31 21:00:00;4;9;1;;;;;0;2;;0;;1;;;;0
2364;316;2016-08-26 20:30:00;18;47;8;1;2;;;;;;0;;1;;;;0
2365;317;2016-08-29 19:30:00;20;8;12;8;2;;;;;;0;;1;;;;0
2367;317;2016-09-09 20:15:00;5;44;9;5;1;;;;;;0;;1;;;;0
2368;317;2016-09-02 20:15:00;4;4;63;;;;;2;0;;0;;1;;;;0
2369;317;2016-10-15 15:30:00;21;50;47;1;2;;;;;;0;1. Abs.: Hochdahl;1;;;;0
2370;318;2016-09-05 19:30:00;20;8;63;1;0;;;;;;0;;1;;;;0
2371;318;2016-09-07 19:15:00;2;2;4;7;0;;;;;;0;;1;;;;0
2372;318;2016-09-07 21:00:00;16;12;47;3;4;;;;;;0;;1;;;;0
2373;318;2016-10-07 20:15:00;22;1;50;;;;;0;2;;0;42798;1;;;;0
2375;319;2016-09-14 19:15:00;2;2;8;2;3;;;;;;0;;1;;;;0
2376;319;2016-11-04 20:15:00;22;1;44;;;;;0;2;;0;1. Absage: Zenit, Wertung Zenit (4.3);1;;;;0
2377;319;2016-09-16 20:15:00;4;4;9;4;2;;;;;;0;;1;;;;0
2378;319;2016-09-16 20:30:00;18;47;63;3;1;;;;;;0;;1;;;;0
2379;319;2016-09-17 15:30:00;21;50;12;4;5;;;;;;0;;1;;;;0
2380;320;2016-09-21 21:00:00;16;12;63;;;;;2;0;;0;Absage Schlosspark am Spieltag;1;;;;0
2382;320;2016-09-21 21:00:00;4;9;8;2;4;;;;;;0;;1;;;;0
2383;320;2016-09-23 20:15:00;5;44;50;;;;;0;2;;0;42798;1;;;;0
2384;320;2016-11-07 19:15:00;26;2;47;1;2;;;;;;0;1. Abs.: A-Team;1;;;;0
2386;321;2016-09-28 19:15:00;2;2;12;1;1;;;;;;0;;1;;;;0
2387;321;2016-09-28 19:30:00;20;63;50;;;;;0;2;;0;42798;1;;;;0
2388;321;2016-11-11 20:15:00;22;4;1;;;;;2;0;;0;Heimrecht-Tausch, Absage Dritte;1;;;;0
2389;321;2016-10-07 20:30:00;18;47;9;4;3;;;;;;0;1. Abs.: Hamm;1;;;;0
2391;322;2016-10-26 19:15:00;2;2;63;10;0;;;;;;0;;1;;;;0
2392;322;2016-10-26 21:00:00;16;12;9;;;;;0;2;;0;;1;;;;0
2393;322;2016-10-21 20:15:00;22;1;8;2;4;;;;;;0;;1;;;;0
2394;322;2016-10-28 20:15:00;4;4;44;;;;;2;0;;0;42798;1;;;;0
2396;323;2016-11-07 19:30:00;20;8;44;5;2;;;;;;0;;1;;;;0
2397;323;2016-11-16 21:00:00;4;9;63;5;1;;;;;;0;1. Abs.: Hamm;1;;;;0
2398;323;2016-10-28 20:30:00;18;47;1;4;0;;;;;;0;;1;;;;0
2399;323;2016-11-12 15:30:00;21;50;2;1;1;;;;;;0;;1;;;;0
2401;324;2016-11-16 21:00:00;16;12;1;7;0;;;;;;0;;1;;;;0
2402;324;2016-11-18 20:00:00;4;9;2;1;6;;;;;;0;;1;;;;0
2403;324;2016-11-18 20:15:00;5;44;47;1;2;;;;;;0;;1;;;;0
2404;324;2016-11-19 15:30:00;21;50;4;3;1;;;;;;0;;1;;;;0
